OBJECTID,FID_1,PROJECT_ID,GRP_CODE,PRJ_NAME,PRJ_DESC,START_DATE,END_DATE,contact_di,EMAIL,Mileage,F_STRT_NM,F_CRSST_NM,T_ST_NM,T_CRST_NM,START_X,START_Y,MID_X,MID_Y,END_X,END_Y,Shape__Len,Shape__Length
217,217,D5R3-5045-02,SNOW-D5R3,SNOW - COCHRANS MILL RD,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,0.106095054,Cochrans Mill Rd,Brownsville Rd,Cochrans Mill Rd,Cochrans Mill Rd (5045-01),-79.98605295,40.32557929,-79.98639253,40.32577065,-79.9860553,40.32558977,0.001805106,0.001805106
218,218,D5R3-5050-03,SNOW-D5R3,SNOW - BROWNSVILLE RD,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,1.0594887,Brownsville Rd,Maple Springs Dr,Brownsville Rd,McCorkle Rd,-79.99541,40.30233,-79.99627567,40.30991251,-79.9953,40.31691,0.015861403,0.015861404
219,219,D5R3-5050-04,SNOW-D5R3,SNOW - CURRY RD,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,0.344102939,Curry Rd,Broughton Rd,Curry Rd,Brownsville Rd,-79.9882,40.33015,-79.98765114,40.32770467,-79.98731,40.32533,0.005099266,0.005099265
220,220,D5R3-5152-00,SNOW-D5R3,SNOW - HORNING RD/CURRY RD,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,0.759585785,Horning Rd,Chestnut St,Horning Rd,Broughton Rd,-79.99553,40.33761,-79.99113026,40.33534095,-79.9882,40.33015,0.012394766,0.012394765
221,221,D5R4-5192-00,SNOW-D5R4,SNOW - MAPLE SPRINGS DRIVE (5192-00),Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,0.724281344,Maple Springs Dr,Corrigan Dr,Maple Springs Dr,Brownsville Rd,-80.00614,40.31539,-80.00134215,40.31598152,-79.9953,40.31691,0.012771976,0.012771976
222,222,D1MA-2009-00,SNOW-MA,SNOW - BAIRDFORD RD (West Deer),Snow Route - Municipal Agreement,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,3.460259045,Bairdford Rd,Bakerstown Culmerville Rd,Bairdford Rd,Saxonburg Blvd,-79.89728564,40.65479984,-79.88350082,40.63424701,-79.86056564,40.62546983,0.057268503,0.057268503
223,223,D1R2-2119-02,SNOW-D1R2,SNOW - EVERGREEN RD,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,0.616353214,Evergreen Rd,Babcock Blvd,Evergreen Rd,McKnight Rd Interchange,-80.0049,40.51454,-80.00973165,40.51640061,-80.01396,40.51965,0.010712446,0.010712446
224,224,D5R4-5195-01,SNOW-D5R4,SNOW - McCORKLE RD,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,0.240535298,McCorkle Rd,Brownsville Rd,McCorkle Rd,Old McCorkle Rd (5195-02),-79.99541,40.30233,-79.99399582,40.30368446,-79.99264,40.30509,0.003917151,0.003917151
225,225,D5R4-5195-02,SNOW-D5R4,SNOW - OLD McCORKLE RD,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,0.104799206,Old McCorkle Rd,McCorkle Rd (5195-01)/ McCorkle Rd (5262-02),Old McCorkle Rd,Private Drive,-79.99263657,40.30509232,-79.99194033,40.30561217,-79.99129327,40.30620043,0.001748991,0.001748991
226,226,D5R4-5261-00,SNOW-D5R4,SNOW - RIDGE RD,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,0.091078782,Ridge Rd,Ridge Rd (5262-01)/ McCorkle Rd (5262-02),Ridge Rd,Park Boundary,-79.99179,40.30787,-79.99105905,40.30753165,-79.99034,40.30716238,0.001616657,0.001616657
227,227,D5R4-5262-02,SNOW-D5R4,SNOW - MCCORKLE RD,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,0.197377776,McCorkle Rd,Old McCorkle Rd (5195-02),McCorkle Rd,Ridge Rd (5261-00),-79.99264,40.30509,-79.99218025,40.30646557,-79.99179,40.30787,0.002915794,0.002915794
228,228,D7R1-2355-00,SNOW-D7R1,SNOW - 16 TH ST BR APPROACH,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,0.04926968,Chestnut St,S Canal St,Chestnut St,Progress St,-79.99333008,40.45370847,-79.99301747,40.45343935,-79.99269008,40.45318847,0.000824983,0.000824983
229,229,D7R1-AL02,SNOW-D7R1,SNOW - 6TH ST BR DECK AND SIDEWALKS,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,0.158505251,6th St,Bridge Limit,6th St,Bridge Limit,-80.00372,40.44661,-80.00331382,40.44550353,-80.0029,40.4444,0.002357436,0.002357437
230,230,D7R1-AL03,SNOW-D7R1,SNOW - 7TH ST BR DECK AND SIDEWALKS,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,0.177778744,7th St,Bridge Limit,7th St,Bridge Limit,-80.00187,40.44738,-80.00144187,40.44612976,-80.00096,40.4449,0.002643177,0.002643177
231,231,D7R1-AL04,SNOW-D7R1,SNOW - 9TH ST BR DECK AND SIDEWALKS,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,0.163108615,9th St,Bridge Limit,9th St,Bridge Limit,-80.00031,40.44779,-79.99975659,40.4466837,-79.99918,40.44559,0.002474137,0.002474137
232,232,D7R1-MA11,SNOW-D7R1,SNOW - S 10TH ST BR DECK AND SIDEWALKS,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,0.19842285,S 10th St,Bridge Limit,S 10th St,Bridge Limit,-79.98961736,40.43386391,-79.98918109,40.43246645,-79.98876344,40.43106328,0.002928092,0.002928093
233,233,D8R1-3047-01,SNOW-D8R1,SNOW - BROWNS HILL RD,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,0.459107094,Browns Hill Rd,Hazelwood Ave/ Beechwood Blvd,Browns Hill Rd,Browns Hill Rd (3047-02),-79.92715,40.41962,-79.92563706,40.41641634,-79.92301,40.41397,0.007248287,0.007248288
234,234,D1R2-2351-00,SNOW-D1R2,SNOW - MOUNT TROY RD EXT,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,0.975985107,Mount Troy Road Ext,Ivory Ave,Mount Troy Rd Ext,Mount Troy Rd,-79.99914697,40.49819009,-80.0031981,40.49909537,-80.00054,40.49574,0.016216169,0.016216169
235,235,D8R1-3047-02,SNOW-D8R1,SNOW - BROWNS HILL RD,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,0.167015716,Browns Hill Rd,Browns Hill Rd (3047-01),Browns Hill Rd,Homestead Grays Br Abutment,-79.92301,40.41397,-79.92184311,40.4131542,-79.92068394,40.41232764,0.002847587,0.002847586
236,236,D8R1-3352-00,SNOW-D8R1,SNOW - RANKIN BR APPROACH AND RAMPS,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,0.840631283,Kenmawr Ave,Hawkins Vlg,Ridge St,Rankin Br Abutment,-79.87527988,40.40716863,-79.87619669,40.40887356,-79.87624075,40.40942858,0.013622806,0.013622806
237,237,D8R1-5147-01,SNOW-D8R1,SNOW - WEST ST/E 22ND AVE,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,0.291764823,West St,E 18th Ave,E 22nd Ave,Main St,-79.9051,40.40009,-79.90353996,40.39828996,-79.90174,40.39784,0.004764128,0.004764129
238,238,D8R1-5331-00,SNOW-D8R1,SNOW - E 22ND AVE EXT,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,0.247425473,E 22nd Ave Ext,West Run Rd,E 22nd Ave Ext,West St,-79.9027329,40.3973145,-79.90236751,40.39564484,-79.90274899,40.39407063,0.003803199,0.003803198
239,239,D8R1-5332-01,SNOW-D8R1,SNOW - FOREST AVE,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,1.068012616,Forest Ave,W 8th Ave,Forest Ave,E 22nd Ave Ext/West Run Rd,-79.90275435,40.39459358,-79.90981122,40.39808838,-79.90278118,40.39405838,0.018607167,0.018607166
240,240,D8R1-5332-02,SNOW-D8R1,SNOW - WEST RUN RD,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,1.591633036,West Run Rd,E 22nd Ave Ext,West Run Rd,Main St/Interboro Ave,-79.90274899,40.39407063,-79.91130567,40.38771882,-79.90934236,40.37691131,0.025846632,0.025846633
241,241,D8R1-5353-02,SNOW-D8R1,SNOW - HOMESTEAD GRAYS BR RAMP W 5TH AVE,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,0.197089817,W 5th Ave,Drive near Stacks,W 5th Ave,Homestead Grays Br,-79.91676,40.4054,-79.91546228,40.4064181,-79.9142,40.40748,0.003299088,0.003299088
242,242,D8R1-5353-03,SNOW-D8R1,SNOW - HOMESTEAD GRAYS BR RAMP E 5TH AVE/AMITY ST,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,0.318527272,E 5th Ave,Homestead Grays Br,Amity St,E Waterfront Dr,-79.9142,40.40748,-79.91223174,40.40904027,-79.9133,40.41126,0.005095941,0.005095941
243,243,D8R1-MA07,SNOW-D8R1,SNOW - RANKIN BR AND RAMPS,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,0.47031444,Rankin Br,River Rd,Rankin Br,Bridge Approach and Ramps (3352-00),-79.87689548,40.40887589,-79.87993331,40.40638593,-79.88295346,40.40387486,0.007856012,0.007856012
244,244,D8R1-MA12,SNOW-D8R1,SNOW - HOMESTEAD GRAYS BR,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,0.623096369,Homestead Grays Br,Browns Hill Rd (3047-02),Homestead Grays Br,E 8th Ave,-79.92068394,40.41232764,-79.91646041,40.40916531,-79.91221636,40.40603169,0.010552699,0.010552699
245,245,D1R3-2105-00,SNOW-D1R3,SNOW - DUNCAN AVE,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,2.633224264,Duncan Ave,Ferguson Rd,Duncan Ave,William Flynn Hwy,-79.99875667,40.56614,-79.97968432,40.56614879,-79.95922,40.55941,0.046454686,0.046454686
246,246,D8R2-5147-01,SNOW-D8R2,SNOW - MAIN ST,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,0.199791648,Main St,E 22Nd Ave,Main St,Farragut St,-79.90174,40.39784,-79.90054061,40.39676055,-79.89963,40.39551,0.003227222,0.003227222
247,247,D8R2-5147-03,SNOW-D8R2,SNOW - HOMESTEAD-DUQUESNE RD,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,0.61501014,Homestead Duquesne Rd,Worton Blvd/Homeville Rd,Homestead Duquesne Rd,Grant Ave Ext,-79.86134,40.36784,-79.86594336,40.36541742,-79.8694968,40.36459289,0.010426394,0.010426394
248,248,D8R2-5147-04,SNOW-D8R2,SNOW - HOMESTEAD-DUQUESNE RD,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,0.213184871,Homestead Duquesne Rd,Grant Ave Ext,Homestead Duquesne Rd,West Mifflin/Duquesne Line,-79.85782,40.36933,-79.85961154,40.36866677,-79.86134,40.36784,0.003833482,0.003833481
249,249,D8R2-5149-01,SNOW-D8R2,SNOW - GREENSPRINGS AVE,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,1.692340085,Greensprings Ave,Ravine St (at HV03),Greensprings Ave,Commonwealth Ave,-79.89752143,40.39919142,-79.88618195,40.39303953,-79.87794131,40.38290152,0.028154357,0.028154357
250,250,D8R3-5103-01,SNOW-D8R3,SNOW - ELIZABETH RD & CURRY  HOLLOW RD,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,0.326756532,Elizabeth Rd,Maple Ave,Curry Hollow Rd,Washington Ave,-79.89218,40.34707,-79.89103228,40.34497474,-79.89151,40.34309,0.005173023,0.005173023
251,251,D8R3-5103-02,SNOW-D8R3,SNOW - DRAVOSBURG BR RAMP,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,0.127301573,Dravosburg Br Ramp,Maple Ave,Dravosburg Br Ramp,Dravosburg Br,-79.89146,40.34748,-79.89030988,40.34724996,-79.88919,40.3469,0.002354265,0.002354266
252,252,D8R3-5103-03,SNOW-D8R3,SNOW - DRAVOSBURG BR RAMPS,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,0.114778506,Dravosburg Br Ramps,Maple Ave,Dravosburg Br Ramps,Dravosburg Br,-79.89018,40.34823,-79.88978121,40.34735546,-79.89043,40.34751,0.001830677,0.001830678
253,253,D8R3-5103-04,SNOW-D8R3,SNOW - ELIZABETH RD,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,0.149942306,Elizabeth Rd,Richland Ave,Elizabeth Rd,Maple Ave,-79.89218,40.34707,-79.89237488,40.34812375,-79.89222,40.34921,0.002195325,0.002195325
254,254,D8R3-5103-05,SNOW-D8R3,SNOW - RICHLAND AVE,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,0.299014491,Richland Ave,5th St,Richland Ave,Dravosburg Br Abutment,-79.89411,40.35009,-79.89191136,40.34888984,-79.88996917,40.34726959,0.005104442,0.005104443
255,255,D1R3-2119-03,SNOW-D1R3,SNOW - EVERGREEN RD,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,1.629644572,Evergreen Rd,Babcock Blvd,Evergreen Rd,Babcock Blvd,-80.02934,40.54395,-80.01961035,40.53576759,-80.01556,40.52458,0.025972975,0.025972975
256,256,D8R3-5173-01,SNOW-D8R3,SNOW - LEBANON CHURCH RD,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,1.005466298,Lebanon Church Rd,Buttermilk Hollow Rd,Lebanon Church Rd,Pittsburgh McKeesport Blvd,-79.91445,40.35407,-79.90648039,40.35241429,-79.89945,40.35603,0.017639459,0.017639459
257,257,D8R3-5173-03,SNOW-D8R3,SNOW - RODEO ST,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,0.146176434,Rodeo St,Lebanon Church Rd,Rodeo St,Lebanon Church Rd,-79.91732,40.35302,-79.91608167,40.35316346,-79.9151,40.35384,0.002595537,0.002595537
258,258,D8R3-5347-00,SNOW-D8R3,SNOW - 5TH ST,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,0.159661958,5th St,Richland Ave,5th St,Ravine St,-79.89169,40.35147,-79.89290969,40.35079222,-79.89411,40.35009,0.002790749,0.002790749
259,259,D8R3-MA14,SNOW-D8R3,SNOW - DRAVOSBURG BR,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,0.362269093,Dravosburg Br,Richland Ave,Dravosburg Br,Monongahela Ave,-79.88995896,40.34726448,-79.88705693,40.34586222,-79.88415,40.34447,0.006446467,0.006446466
260,260,D1R3-2303-00,SNOW-D1R3,SNOW - THOMPSON RUN RD,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,4.19788555,Thompson Run Rd,Duncan Ave,Thompson Run Rd,Babcock Blvd,-79.99406,40.51094,-79.98988519,40.53773063,-79.99911903,40.56606306,0.064237718,0.064237717
261,261,D1R3-2573-00,SNOW-D1R3,SNOW - McINTYRE RD,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,1.539764627,McIntyre Rd,McKnight Rd Ramps (280' past McIntyre Square Dr),McIntyre Rd,Thompson Run Rd,-80.01834,40.54959,-80.00938156,40.54920035,-79.99835,40.55248,0.027049293,0.027049292
262,262,D1R4-1031-02,SNOW-D1R4,SNOW - MAGEE RD,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,0.823402151,Magee Rd,Sewickley Heights/ Sewickley Hills Line,Magee Rd,Blackburn Rd,-80.1244,40.55646,-80.12411287,40.56206317,-80.12338123,40.56782075,0.012312687,0.012312687
263,263,D1R4-1120-00,SNOW-D1R4,SNOW - THREE DEGREE RD,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,0.326658338,Three Degree Rd,Perry Hwy,Three Degree Rd,Babcock Blvd,-80.03592,40.54461,-80.03307236,40.54432365,-80.03042,40.54499,0.00602864,0.00602864
264,264,D1R4-1151-00,SNOW-D1R4,SNOW - CAMP HORNE RD,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,2.031252435,Camp Horne Rd,Ohio River Blvd,Camp Horne Rd,Josephs Ln,-80.09465,40.5103,-80.08738265,40.52167245,-80.0719,40.5237,0.034707167,0.034707167
265,265,D1MA-2119-04,SNOW-MA,SNOW -  EVERGREEN RD (Shaler),Snow Route - Municipal Agreement,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,0.38959814,Evergreen Rd,Babcock Blvd,Evergreen Rd,Babcock Blvd,-79.97624,40.49546,-79.97761419,40.49819721,-79.98014,40.49972,0.006299823,0.006299824
266,266,D1R4-1190-01,SNOW-D1R4,SNOW - MOUNT NEBO RD,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,1.597119314,Mount Nebo Rd,Arndt Rd,Mount Nebo Rd,Camp Horne/Lowries Run Rds,-80.08563,40.55,-80.07814705,40.53992729,-80.06963,40.53083,0.025521338,0.025521338
267,267,D1R4-2008-01,SNOW-D1R4,SNOW - BABCOCK BLVD,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,2.856362743,Babcock Blvd,Babcock Blvd Ramp (2008-02),Babcock Blvd,Rochester Rd,-80.02202,40.55347,-80.02320012,40.53823528,-80.01353,40.51902,0.045232954,0.045232954
268,268,D1R4-2008-03,SNOW-D1R4,SNOW - BABCOCK BLVD,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,1.026364541,Babcock Blvd,Duncan Ave,Babcock Blvd,McKnight Rd,-80.01648,40.56719,-80.02014935,40.56345644,-80.02371514,40.55958725,0.016334829,0.016334829
269,269,D1R5-1052-00,SNOW-D1R5,SNOW - BRUSH CREEK RD,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,1.453697022,Brush Creek Rd,Warrendale Bayne Rd,Brush Creek Rd,Thorn Hill Rd,-80.0967,40.64912,-80.09532204,40.65882101,-80.10214,40.66714,0.022863764,0.022863764
270,270,D1R5-1052-01,SNOW-D1R5,SNOW - THORN HILL RD,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,0.295169129,Thorn Hill Rd,Brush Creek Rd,Thorn Hill Rd,Perry Hwy,-80.10214,40.66714,-80.09933465,40.66724416,-80.09653,40.66736,0.005614565,0.005614565
271,271,D1R5-1325-00,SNOW-D1R5,SNOW - WARRENDALE BAYNE RD,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,3.786667017,Warrendale Bayne Rd,Big Sewickley Creek Rd,Warrendale Bayne Rd,Mingo Rd,-80.14369884,40.61411419,-80.13602796,40.64120355,-80.11113038,40.64896402,0.061463872,0.061463872
272,272,D1R6-1061-00,SNOW-D1R6,SNOW - CAMP MEETING RD,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,3.343294604,Camp Meeting Rd,Beaver St,Camp Meeting Rd,Backbone Rd,-80.20549,40.5639,-80.19554762,40.58290126,-80.17067,40.58716,0.056893724,0.056893724
273,273,D1R6-1062-00,SNOW-D1R6,SNOW - CAMP MEETING RD EXTENSION,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,1.256181959,Camp Meeting Road Ext,Big Sewickley Creek Rd,Camp Meeting Road Ext,Camp Meeting Rd,-80.15941,40.60871,-80.16319569,40.60106832,-80.16686,40.593,0.019596675,0.019596676
274,274,D1R6-1104-00,SNOW-D1R6,SNOW - CAMP MEETING RD,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,1.576866652,Camp Meeting Rd,Backbone Rd,Camp Meeting Rd,Fern Hollow Rd,-80.17067,40.58716,-80.16093187,40.59137611,-80.14907,40.59018,0.027280262,0.027280261
275,275,D1MA-2131-00,SNOW-MA,SNOW - FRIDAY RD (Shaler),Snow Route - Municipal Agreement,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,0.868240906,Friday St,Park St,Friday St,Koehler St,-79.96991,40.48525,-79.9625624,40.48750648,-79.9560751,40.49158939,0.015460074,0.015460074
276,276,D1R7-1019-00,SNOW-D1R7,SNOW - BEAUTY DRIVE,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,0.163436699,Beauty Dr,Kummer Rd,Beauty Dr,Dead End,-80.01673074,40.59490384,-80.01577006,40.59395777,-80.01474,40.59309,0.002697372,0.002697372
277,277,D1R7-1158-03,SNOW-D1R7,SNOW - OLD INGOMAR RD,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,0.369618389,Old Ingomar Rd,E Ingomar Rd,Old Ingomar Rd,Babcock Blvd,-80.00349,40.59229,-80.00021039,40.59172574,-79.99688,40.59163,0.006859036,0.006859035
278,278,D1R7-1170-00,SNOW-D1R7,SNOW - KUMMER RD,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,1.147694354,Kummer Rd,E Ingomar Rd,Kummer Rd,Babcock Blvd,-80.01463,40.57621,-80.01188862,40.5840824,-80.01449,40.59205,0.017167837,0.017167836
279,279,D1R7-1324-00,SNOW-D1R7,SNOW - WALTER RD,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,1.394081961,Walter Rd,Pearce Mill Rd,Walter Rd,Kummer Rd,-80.01539,40.60935,-80.0140455,40.60134273,-80.01258,40.5944,0.02192636,0.02192636
280,280,D1R7-2008-04,SNOW-D1R7,SNOW - OLD BABCOCK BLVD,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,0.153684187,Old Babcock Blvd,Babcock Blvd,Old Babcock Blvd,W Ridge Rd,-80.00188,40.58574,-80.00153502,40.58676368,-80.00048,40.58744,0.002512041,0.002512041
281,281,D1R7-2144-01,SNOW-D1R7,SNOW - HEMLOCK DRIVE,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,0.292479519,Hemlock Dr,Babcock Blvd,Hemlock Dr,South Ridge Dr,-79.9994,40.5872,-79.9967858,40.58681508,-79.99454,40.58544,0.005287665,0.005287666
282,282,D1R7-2144-02,SNOW-D1R7,SNOW - HEMLOCK DRIVE,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,1.191814017,Hemlock Dr,South Ridge Dr,Hemlock Dr,Sample Rd,-79.99454,40.58544,-79.98500261,40.583439,-79.97879,40.57603,0.020309481,0.020309481
283,283,D1R7-2309-01,SNOW-D1R7,SNOW - MIDDLE RD,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,2.28297704,Middle Rd,McCully Rd,Middle Rd,Hampton/Indiana Line,-79.93611,40.55423,-79.92813142,40.56557446,-79.92177,40.58162,0.035269189,0.035269189
284,284,D1R7-2309-02,SNOW-D1R7,SNOW - MIDDLE RD,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,1.090386487,Middle Rd,Wildwood Road Ext,Middle Rd,E Hardies Rd,-79.93034,40.59714,-79.92756212,40.60436998,-79.92082,40.6095,0.017618199,0.0176182
285,285,D1R7-2309-04,SNOW-D1R7,SNOW - MIDDLE RD,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,1.320151324,Middle Rd,Cedar Run Rd,Middle Rd,Wildwood Road Ext,-79.92177,40.58162,-79.9251815,40.589374,-79.93034,40.59714,0.02094033,0.020940331
286,286,D1MA-2137-01,SNOW-MA,SNOW - GLENN AVE (Shaler),Snow Route - Municipal Agreement,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,0.679825688,Glenn Ave,Mount Royal Blvd,Glenn Ave,Butler Plank Rd (2137-02),-79.95962,40.52142,-79.95461955,40.52330509,-79.950133,40.52617649,0.01173588,0.01173588
287,287,D1R8-1160-00,SNOW-D1R8,SNOW - IRWIN RD,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,0.545528,Irwin Rd,North Park Boundary,Irwin Rd,Babcock Blvd,-80.00083,40.60757,-79.99826236,40.60422549,-79.99602,40.6007,0.008550691,0.008550691
288,288,D1R8-1201-01,SNOW-D1R8,SNOW - MCKINNEY RD,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,0.088379968,McKinney Rd,North Park Boundary,McKinney Rd,Kummer Rd,-80.02853,40.61376,-80.02915002,40.61417713,-80.0298896,40.61443182,0.00156513,0.001565131
289,289,D1R8-1201-02,SNOW-D1R8,SNOW - MCKINNEY RD,Snow Route - District,11/1/17 0:00,3/31/18 23:59,Catherine Trexler,catherine.trexler@alleghenycounty.us,0.518444492,McKinney Rd,Kummer Rd,McKinney Rd,Pearce Mill Rd,-80.0185,40.61218,-80.02172679,40.61237,-80.02588,40.61279,0.009111883,0.009111883
